University Name,City,Category,Website,Website Domain,Confidence,Source
IIS University,Jaipur,Deemed Universities,https://iisuniv.ac.in/,iisuniv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Institute of Advanced Studies in Education,Sardarshahar,Deemed Universities,https://www.iaseuniversity.org.in/,www.iaseuniversity.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Jain Vishva Bharati University,Ladnu,Deemed Universities,https://www.jvbi.ac.in/,www.jvbi.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Janardan Rai Nagar Rajasthan Vidyapeeth University,Udaipur,Deemed Universities,https://jrnrvu.edu.in/,jrnrvu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
"Indian Institute of Information Technology, Kota",Kota,Institutes of National Importance,https://iiitkota.ac.in/,iiitkota.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Indian Institute of Management Udaipur,Udaipur,Institutes of National Importance,https://www.iimu.ac.in/,www.iimu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Indian Institute of Technology Jodhpur,Jodhpur,Institutes of National Importance,https://www.iitj.ac.in/,www.iitj.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
"Malaviya National Institute of Technology, Jaipur",Jaipur,Institutes of National Importance,https://www.mnit.ac.in/,www.mnit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
"National Institute of Fashion Technology, Jodhpur",Jodhpur,Institutes of National Importance,https://nift.ac.in/jodhpur/,nift.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Arya Group Of Colleges,Jaipur,Engineering / Management Colleges,https://www.aryacollege.org/,www.aryacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Compucom Institute of Information Technology and Management,Jaipur,Engineering / Management Colleges,http://ciitm.org/,ciitm.org,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Faculty of Management Studies - Institute of Rural Management,Jaipur,Engineering / Management Colleges,https://www.iirm.ac.in/,www.iirm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
IPS Business School,Jaipur,Engineering / Management Colleges,https://www.ipsedu.in/,www.ipsedu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
"Jaipur Engineering College, Kukas",Jaipur,Engineering / Management Colleges,https://www.jeckukas.org.in/,www.jeckukas.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Jodhpur Institute of Engineering & Technology,Jodhpur,Engineering / Management Colleges,https://www.jietjodhpur.ac.in/,www.jietjodhpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Laxmi Devi Institute of Engineering and Technology,Alwar,Engineering / Management Colleges,https://lietalwar.org/,lietalwar.org,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Maharishi Arvind Institute of Engineering and Technology,Jaipur,Engineering / Management Colleges,https://www.maietindia.org/,www.maietindia.org,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Poornima College Of Engineering,Jaipur,Engineering / Management Colleges,https://www.poornima.org/,www.poornima.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Regional College of Pharmacy,Jaipur,Engineering / Management Colleges,https://regionalpharma.com/,regionalpharma.com,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Arid Forest Research Institute,Jodhpur,Medical Colleges,https://afri.icfre.gov.in/,afri.icfre.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Dr. S.N. Medical College,Jodhpur,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcjodhpur/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Dungarpur Medical College,Dungarpur,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcdungarpur/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Jhalawar Medical College,Jhalawar,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcjhalawar/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Pacific Medical College and Hospital,Udaipur,Medical Colleges,https://www.pacificmedical.ac.in/,www.pacificmedical.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Rabindranath Tagore Medical College,Udaipur,Medical Colleges,https://medicaleducation.rajasthan.gov.in/rntudaipur/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Sardar Patel Medical College,Bikaner,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcbikaner/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Sawai ManSingh Medical College,Jaipur,Medical Colleges,https://medicaleducation.rajasthan.gov.in/smsjaipur/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Shri Kalyan Medical College,Sikar,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcsikar/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
Vijayaraje Scindia Medical College,Bhilwara,Medical Colleges,https://medicaleducation.rajasthan.gov.in/mcbhilwara/,medicaleducation.rajasthan.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Rajasthan
