University Name,City,Category,Website,Website Domain,Confidence,Source
Harcourt Butler Technical University,Kanpur,State Universities,https://hbtu.ac.in/,hbtu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
King George's Medical University,Lucknow,State Universities,https://www.kgmu.org/,www.kgmu.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Maa Pateswari University,Balrampur,State Universities,https://mpublp.ac.in/,mpublp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Maa Vindhyavasini University,Mirzapur,State Universities,https://mvvu.ac.in/,mvvu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Madan Mohan Malaviya University of Technology,Gorakhpur,State Universities,https://www.mmmut.ac.in/,www.mmmut.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Prof. Rajendra Singh (Rajju Bhaiya) University,Prayagraj,State Universities,https://prsuniv.ac.in/,prsuniv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Raja Mahendra Pratap Singh State University,Aligarh,State Universities,https://rmpssu.ac.in/,rmpssu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sampurnanand Sanskrit University,Varanasi,State Universities,https://www.ssvv.ac.in/,www.ssvv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sardar Vallabhbhai Patel University of Agriculture and Technology,Meerut,State Universities,https://www.svpuat.edu.in/,www.svpuat.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
U.P. Pt. Deen Dayal Upadhyaya Veterinary Science University,Mathura,State Universities,https://upvetuniv.edu.in/,upvetuniv.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Amity University,Noida,Private Universities,https://noida.amity.edu/,noida.amity.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Babu Banarasi Das University,Lucknow,Private Universities,https://bbdu.ac.in/,bbdu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Bareilly International University,Bareilly,Private Universities,https://www.biu.edu.in/,www.biu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Bennett University,Greater Noida,Private Universities,https://www.bennett.edu.in/,www.bennett.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
GLA University,Mathura,Private Universities,https://www.gla.ac.in/,www.gla.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Galgotias University,Greater Noida,Private Universities,https://www.galgotiasuniversity.edu.in/,www.galgotiasuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
IILM University Greater Noida,Greater Noida,Private Universities,https://iilm.ac.in/,iilm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Integral University,Lucknow,Private Universities,https://www.iul.ac.in/,www.iul.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Jagadguru Rambhadracharya Handicapped University,Chitrakoot,Private Universities,https://www.jrdsu.up.gov.in/,www.jrdsu.up.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Jaypee University,Anupshahr,Private Universities,https://jaypeeu.ac.in/,jaypeeu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
K.M. University,Mathura,Private Universities,https://kmu.edu.in/,kmu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Mahayogi Gorakhnath University,Gorakhpur,Private Universities,https://mgug.ac.in/,mgug.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Major S. D. Singh University,Fatehgarh,Private Universities,https://msds.ac.in/,msds.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Mohammad Ali Jauhar University,Rampur,Private Universities,https://www.jauharuniversity.edu.in/,www.jauharuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Monad University,Hapur,Private Universities,https://www.monad.edu.in/,www.monad.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Noida International University,Greater Noida,Private Universities,https://niu.edu.in/,niu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Rama University,Faizabad,Private Universities,https://www.ramauniversity.ac.in/,www.ramauniversity.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
SDGI Global University,Ghaziabad,Private Universities,https://www.sgu.edu.in/,www.sgu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sanskriti University,Mathura,Private Universities,https://www.sanskriti.edu.in/,www.sanskriti.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sharda University,Greater Noida,Private Universities,https://www.sharda.ac.in/,www.sharda.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Shiv Nadar University,Greater Noida,Private Universities,https://snu.edu.in/,snu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Shri Ramswaroop Memorial University,Barabanki,Private Universities,https://srmu.ac.in/,srmu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Teerthanker Mahaveer University,Moradabad,Private Universities,https://www.tmu.ac.in/,www.tmu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
The Glocal University,Saharanpur,Private Universities,https://www.glocaluniversity.edu.in/,www.glocaluniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Central Institute of Higher Tibetan Studies,Varanasi,Deemed Universities,https://cihts.ac.in/,cihts.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Veterinary Research Institute,Bareilly,Deemed Universities,https://ivri.nic.in/,ivri.nic.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Jaypee Institute of Information Technology,Noida,Deemed Universities,https://www.jiit.ac.in/,www.jiit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Nehru Gram Bharati,Prayagraj,Deemed Universities,https://ngbv.ac.in/,ngbv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
"Sam Higginbottom Institute of Agriculture, Technology and Sciences",Prayagraj,Deemed Universities,https://shuats.edu.in/,shuats.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Santosh Medical College,Ghaziabad,Deemed Universities,https://www.santosh.ac.in/,www.santosh.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
All India Institute of Medical Sciences,Gorakhpur,Autonomous Institutes,https://aiimsgorakhpur.edu.in/,aiimsgorakhpur.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
All India Institute of Medical Sciences,Raebareli,Autonomous Institutes,https://aiimsrbl.edu.in/,aiimsrbl.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Institute of Information Technology,Allahabad,Autonomous Institutes,https://www.iiita.ac.in/,www.iiita.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Institute of Information Technology,Lucknow,Autonomous Institutes,https://iiitl.ac.in/,iiitl.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Institute of Management,Lucknow,Autonomous Institutes,https://www.iiml.ac.in/,www.iiml.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Institute of Technology,Kanpur,Autonomous Institutes,https://www.iitk.ac.in/,www.iitk.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Indian Institute of Technology (Banaras Hindu University),Varanasi,Autonomous Institutes,https://www.iitbhu.ac.in/,www.iitbhu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Motilal Nehru National Institute of Technology,Allahabad,Autonomous Institutes,https://www.mnnit.ac.in/,www.mnnit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
National Institute of Fashion Technology,Raebareli,Autonomous Institutes,https://nift.ac.in/raebareli/,nift.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Rajiv Gandhi Institute of Petroleum Technology,Raebareli,Autonomous Institutes,https://www.rgipt.ac.in/,www.rgipt.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Autonomous Institutes,https://www.sgpgims.org.in/,www.sgpgims.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Bundelkhand Institute of Engineering and Technology,Jhansi,Engineering and Management Colleges,https://bietjhs.ac.in/,bietjhs.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Devprayag Institute of Technical Studies,Allahabad,Engineering and Management Colleges,https://www.devprayag.ac.in,www.devprayag.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Dr. Gaur Hari Singhania Institute of Management and Research,Kanpur,Engineering and Management Colleges,https://www.ghsimr.ac.in/,www.ghsimr.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Institute of Engineering and Technology,Lucknow,Engineering and Management Colleges,https://www.ietlucknow.ac.in/,www.ietlucknow.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Noida Institute of Engineering and Technology,Greater Noida,Engineering and Management Colleges,https://www.niet.co.in/,www.niet.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Baba Raghav Das Medical College,Gorakhpur,Medical Colleges,https://brdmc.ac.in/,brdmc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Government Medical College,Faizabad,Medical Colleges,https://www.asmcayodhya.ac.in/,www.asmcayodhya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Government Medical College,Jalaun,Medical Colleges,https://gmcjalaun.com/,gmcjalaun.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Government Medical College,Kannauj,Medical Colleges,https://gmckannauj.in/,gmckannauj.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Government Medical College,Azamgarh,Medical Colleges,https://www.gmcazamgarh.com/,www.gmcazamgarh.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
KMC Medical College & Hospital,Maharajganj,Medical Colleges,https://kmcmedicalcollege.com/,kmcmedicalcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Lala Lajpat Rai Memorial Medical College,Meerut,Medical Colleges,https://www.llrmmedicalcollege.edu.in/,www.llrmmedicalcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Mahamaya Medical College,Akbarpur,Medical Colleges,http://mramc.ac.in/,mramc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Maharshi Vashishtha Autonomous State Medical College,Basti,Medical Colleges,https://asmcbasti.edu.in/,asmcbasti.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Motilal Nehru Medical College,Allahabad,Medical Colleges,https://mlnmc.edu.in/,mlnmc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sarojini Naidu Medical College,Agra,Medical Colleges,https://snmcagra.ac.in/,snmcagra.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Akbarpur Degree College,Akbarpur,General Colleges,https://akbarpurcollege.org/,akbarpurcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Avadh Girls' Degree College,Lucknow,General Colleges,https://agdc.ac.in/,agdc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Brahmanand College Kanpur,Kanpur,General Colleges,https://brahmanandcollege.org.in/,brahmanandcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Chaudhary Charan Singh Post Graduate College,Saifai,General Colleges,https://www.ccspg.org/,www.ccspg.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
D.A.V. P.G. College,Lucknow,General Colleges,https://website.davdegreelu.in/,website.davdegreelu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
DAV Post Graduate College,Varanasi,General Colleges,https://davpgcvns.ac.in/,davpgcvns.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Durgadutta Chunnilal Sagar Mal Post Graduate College,Mau,General Colleges,https://www.dcskmau.com/,www.dcskmau.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Gandhi Faiz-E-Aam College,Shahjahanpur,General Colleges,https://gfcollege.in/,gfcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Halim Muslim PG College,Kanpur,General Colleges,https://www.halimmuslimpgcollege.ac.in/,www.halimmuslimpgcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Hindu Degree College,Moradabad,General Colleges,https://hinducollege.edu.in/,hinducollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Institute of Social Sciences,Agra,General Colleges,https://dbrau.ac.in/departinst/social-sciences-institute/,dbrau.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
K.G.K. PG College,Moradabad,General Colleges,https://kgkpgcollege.edu.in/,kgkpgcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Post Graduate College,Ghazipur,General Colleges,https://pgcghazipur.ac.in/,pgcghazipur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Ramabai Government Women Post Graduate College,Akbarpur,General Colleges,https://www.rgwpgc.org/,www.rgwpgc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
SLJB PG College,Rajesultanpur,General Colleges,http://www.slbpgcollege.com/,www.slbpgcollege.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
SP Memorial Institute of Technology,Allahabad,General Colleges,http://www.spmit.edu.in/,www.spmit.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Shia College,Lucknow,General Colleges,https://shiapgcollege.ac.in/,shiapgcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Shibli National College,Azamgarh,General Colleges,http://shiblicollege.ac.in/,shiblicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Sri Jai Narain Misra PG College,Lucknow,General Colleges,https://www.jnpg.ac.in/,www.jnpg.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
VSSD College,Kanpur,General Colleges,https://vssdcollege.ac.in/,vssdcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Wigan and Leigh College,Mumbai,General Colleges,https://www.wlccollege.in/,www.wlccollege.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Asian Academy of Film & Television,Noida,Other Colleges,https://aaft.com/,aaft.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Bhartendu Academy of Dramatic Arts,Lucknow,Other Colleges,https://bnalko.in/,bnalko.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Footwear Design and Development Institute,Noida,Other Colleges,https://www.fddiindia.com/,www.fddiindia.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Institute Of Dental Sciences Bareilly,Bareilly,Other Colleges,https://www.idsbareilly.in/,www.idsbareilly.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
International Maritime Institute,Greater Noida,Other Colleges,https://imi.edu.in/,imi.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Lloyd Law College,Greater Noida,Other Colleges,https://www.lloydlawcollege.edu.in/,www.lloydlawcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Darul Uloom Deoband,Deoband,Madrasas,https://www.darululoom-deoband.com/,www.darululoom-deoband.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Darul Uloom Waqf Deoband,Deoband,Madrasas,https://dud.edu.in/,dud.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Darul-uloom Nadwatul Ulama,Lucknow,Madrasas,https://www.nadwa.in/,www.nadwa.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
Mazahir Uloom Waqf Saharanpur,Saharanpur,Madrasas,http://mazahiruloom.org/,mazahiruloom.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttar_Pradesh
