University Name,City,Category,Website,Website Domain,Confidence,Source
"University of Agricultural and Horticultural Sciences, Shivamogga",Shivamogga,State Universities,https://uahs.edu.in/,uahs.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
"University of Horticultural Sciences, Bagalkot",Bagalkot,State Universities,https://uhsbagalkot.karnataka.gov.in/,uhsbagalkot.karnataka.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Vijayanagara Sri Krishnadevaraya University,Ballari,State Universities,https://vskub.ac.in/,vskub.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Adichunchanagiri University,Mandya,Private Universities,https://acu.edu.in/,acu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Alliance University,Bengaluru,Private Universities,https://www.alliance.edu.in/,www.alliance.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Amity University Bengaluru,Bengaluru,Private Universities,https://www.amity.edu/bengaluru/,www.amity.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Azim Premji University,Bengaluru,Private Universities,https://azimpremjiuniversity.edu.in/,azimpremjiuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
CMR University,Bengaluru,Private Universities,https://cmr.edu.in/,cmr.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Dayananda Sagar University,Bengaluru,Private Universities,https://www.dsu.edu.in/,www.dsu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Institute of Trans-Disciplinary Health Sciences and Technology,Bengaluru,Private Universities,https://www.tdu.edu.in/,www.tdu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
KLE Technological University,Hubballi,Private Universities,https://www.kletech.ac.in/,www.kletech.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Khaja Bandanawaz University,Kalburgi,Private Universities,https://www.kbn.university/,www.kbn.university,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
M S Ramaiah University of Applied Sciences,Bengaluru,Private Universities,https://www.msruas.ac.in/,www.msruas.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
PES University,Bengaluru,Private Universities,https://pes.edu/,pes.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
REVA University,Bengaluru,Private Universities,https://www.reva.edu.in/,www.reva.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
RV University,Bengaluru,Private Universities,https://rvu.edu.in/,rvu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Rai Technology University,Bengaluru,Private Universities,https://raitechuniversity.in/,raitechuniversity.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
St. Joseph's University,Bengaluru,Private Universities,https://www.sju.edu.in/,www.sju.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Christ,Bengaluru,Deemed to be Universities,https://www.christuniversity.in/,www.christuniversity.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
International Institute of Information Technology,Bengaluru,Deemed to be Universities,https://www.iiitb.ac.in/,www.iiitb.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Jagadguru Sri Shivarathreeshwara University,Mysuru,Deemed to be Universities,https://www.jssuni.edu.in/,www.jssuni.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Jain,Bengaluru,Deemed to be Universities,https://www.jainuniversity.ac.in/,www.jainuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Deemed to be Universities,https://www.jncasr.ac.in/,www.jncasr.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
K.L.E. Academy of Higher Education and Research,Belagavi,Deemed to be Universities,https://kaher.edu.in/,kaher.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
NITTE University,Mangaluru,Deemed to be Universities,https://nitte.edu.in/,nitte.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Sri Devraj Urs Academy of Higher Education and Research,Kolara,Deemed to be Universities,https://sduaher.ac.in/,sduaher.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Sri Siddhartha Academy of Higher Education,Tumakuru,Deemed to be Universities,https://ssahe.edu.in/,ssahe.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Yenepoya University,Mangaluru,Deemed to be Universities,https://www.yenepoya.edu.in/,www.yenepoya.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
BMS College for Women,Bengaluru,Top Colleges,https://www.bmscw.edu.in/,www.bmscw.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Kristu Jayanti,Bengaluru,Top Colleges,https://www.kristujayanti.edu.in/,www.kristujayanti.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Maharani Lakshmi Ammanni College for Women,Bengaluru,Top Colleges,https://mlacw.edu.in/,mlacw.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Mount Carmel College,Bengaluru,Top Colleges,https://mccblr.edu.in/,mccblr.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
NMKRV College for Women,Bengaluru,Top Colleges,https://nmkrv.edu.in/,nmkrv.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
Seshadripuram College,Bengaluru,Top Colleges,https://www.spmcollege.ac.in/,www.spmcollege.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
St Aloysius,Mangaluru,Top Colleges,https://staloysius.edu.in/,staloysius.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
St. Joseph's College of Commerce,Bengaluru,Top Colleges,https://sjcc.edu.in/,sjcc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Karnataka
