University Name,City,Category,Website,Website Domain,Confidence,Source
Ramchandra Chandravansi University,Palamu,Private Universities,https://www.rcu.edu.in/,www.rcu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sona Devi University,East Singhbhum,Private Universities,https://sonadeviuniversity.ac.in/,sonadeviuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Srinath University,Jamshedpur,Private Universities,https://srinathuniversity.ac.in/,srinathuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
The ICFAI University,Ranchi,Private Universities,https://www.iujharkhand.edu.in/,www.iujharkhand.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
YBN University,Ranchi,Private Universities,https://www.ybnu.ac.in/,www.ybnu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Birsa Institute of Technology Sindri,Dhanbad,State Government Engineering Institutions,https://www.bitsindri.ac.in/,www.bitsindri.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Government Engineering College Bokaro,Bokaro,State Government Engineering Institutions,https://gecbokaro.org/,gecbokaro.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Government Engineering College Godda,Godda,State Government Engineering Institutions,https://www.gecgodda.org/,www.gecgodda.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Government Engineering College, Palamu",Palamu,State Government Engineering Institutions,https://gecpalamu.ac.in/,gecpalamu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
B. A. College of Engineering & Technology,Jamshedpur,Engineering Colleges,https://www.bacet.ac.in/,www.bacet.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Birla Institute of Technology, Deoghar",Deoghar,Engineering Colleges,https://www.bitmesra.ac.in/bitdeoghar,www.bitmesra.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Bokaro Institute of Technology,Bokaro,Engineering Colleges,https://bitbokaro.com/,bitbokaro.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Cambridge Institute of Technology, Ranchi",Ranchi,Engineering Colleges,https://www.citranchi.ac.in/,www.citranchi.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
DAV Institute of Engineering & Technology,Medininagar,Engineering Colleges,http://www.davietpalamau.org/,www.davietpalamau.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Guru Gobind Singh Educational Society's Technical Campus,Bokaro,Engineering Colleges,https://www.ggsestc.ac.in/,www.ggsestc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
K. K. College of Engineering and Management,Gobindpur,Engineering Colleges,https://www.kkcemdhanbad.ac.in/,www.kkcemdhanbad.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Maryland Institute of Technology & Management,Jamshedpur,Engineering Colleges,http://www.mditm.com/,www.mditm.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ram Tahal Chaudhary Institute of Technology,Ranchi,Engineering Colleges,https://rtcit.ac.in/,rtcit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ramgovind Institute of Technology,Koderma,Engineering Colleges,https://rgc.edu.in/,rgc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Vidya Memorial Institute of Technology,Ranchi,Engineering Colleges,https://vmitranchi.in/,vmitranchi.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
GD Bagaria Institute of Management,Giridih,Management,http://www.gdbagariamanagementcollege.com/,www.gdbagariamanagementcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Indian Institute of Coal Management,Ranchi,Management,https://www.iicm.ac.in/,www.iicm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Institute of Management Studies, Ranchi",Ranchi,Management,https://imsru.edu.in/,imsru.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Institute of Science and Management,Ranchi,Management,https://ismr.ac.in/,ismr.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Kejriwal Institute of Management,Ranchi,Management,https://kimds.ac.in/,kimds.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Mahatma Gandhi Memorial Medical College,Jamshedpur,Medical Colleges,https://mgmmedicalcollege.org/,mgmmedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Manipal-Tata Medical College,Jamshedpur,Medical Colleges,https://www.manipal.edu/mtmc-jamshedpur.html,www.manipal.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Medini Rai Medical College and Hospital,Palamu,Medical Colleges,https://mmchpalamu.org/,mmchpalamu.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Phulo Jhano Medical College and Hospital,Dumka,Medical Colleges,https://dumkamedicalcollege.org/,dumkamedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Shaheed Nirmal Mahto Medical College,Dhanbad,Medical Colleges,https://www.snmmcdhn.org/,www.snmmcdhn.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sheikh Bhikhari Medical College,Hazaribag,Medical Colleges,https://hazaribagmedicalcollege.org/,hazaribagmedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Bhishma Narain Singh Law College,Palamu,Law Colleges,https://www.bnslawcollege.com/,www.bnslawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Chotanagpur Law College,Ranchi,Law Colleges,https://cnlawcollege.ac.in/,cnlawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Imam-ul-Haq Khan Law College,Bokaro,Law Colleges,http://www.ihklcbokaro.org/,www.ihklcbokaro.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jharkhand Cooperative Law College,Ranchi,Law Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jharkhand Vidhi Mahavidyalaya,Koderma,Law Colleges,https://jharkhandvidhi.org/,jharkhandvidhi.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Law College Dhanbad,Dhanbad,Law Colleges,https://lawcollegedhanbad.ac.in/,lawcollegedhanbad.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"College of Nursing, Rims",Ranchi,Nursing,https://rimsranchi.org/,rimsranchi.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Florence College of Nursing,Ranchi,Nursing,https://www.florenceinstirba.com/,www.florenceinstirba.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Mahadevi Birla Institute of Nursing & Clinical Technology,Ranchi,Nursing,https://www.mbinct.com/,www.mbinct.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Metas Adventist College,Ranchi,Nursing,https://ranchicollege.metasofsda.in/,ranchicollege.metasofsda.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
St. Barnabas Hospital College of Nursing,Ranchi,Nursing,https://sbhcollegeofnursing.com/,sbhcollegeofnursing.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Tribal College of Nursing,Namkum,Nursing,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Agriculture College, Garhwa",Garhwa,"Agriculture, Dairy and Fisheries Science",https://www.bauranchi.org/agriculture-college-garhwa/,www.bauranchi.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"College of Fisheries Science, Gumla",Gumla,"Agriculture, Dairy and Fisheries Science",https://bauranchi.org/college-of-fisheries-science-gumla/,bauranchi.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"College of Horticulture, Chaibasa",Chaibasa,"Agriculture, Dairy and Fisheries Science",https://www.bauranchi.org/college-of-horticulture-west-singhbhum/,www.bauranchi.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Phulo Jhano Murmu College of Dairy Technology,Dumka,"Agriculture, Dairy and Fisheries Science",https://www.bauranchi.org/college-of-dairy-technology-dumka/,www.bauranchi.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Rabindra Nath Tagore Agriculture College,Deoghar,"Agriculture, Dairy and Fisheries Science",https://bauranchi.org/rabindra-nath-tagore-agriculture-college-deoghar/,bauranchi.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Tilka Manjhi Agriculture College,Godda,"Agriculture, Dairy and Fisheries Science",https://www.bauranchi.org/tilka-manjhi-agriculture-college-godda/,www.bauranchi.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
A.B.M College,Jamshedpur,Degree Colleges,https://www.abmcollegejamshedpur.ac.in,www.abmcollegejamshedpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ananda College,Hazaribagh,Degree Colleges,https://annadacollege.ac.in/,annadacollege.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Baidhyanath Kamal Kumari Sanskrit College,Deoghar,Degree Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Bholaram Sibal Kharkia College,Maithon,Degree Colleges,https://www.bskcollege.ac.in,www.bskcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Bokaro Steel City College,Bokaro,Degree Colleges,https://www.bscitycollege.ac.in,www.bscitycollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Deoghar College,Deoghar,Degree Colleges,https://www.deogharcollegedeoghar.com/,www.deogharcollegedeoghar.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
GC Jain Commerce College,Jharkhand,Degree Colleges,https://gcjaincollege.ac.in/,gcjaincollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ganesh Lal Agrawal College,Daltonganj,Degree Colleges,https://www.glanpu.org.in/,www.glanpu.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Giridih College,Giridih,Degree Colleges,https://giridihcollege.ac.in/,giridihcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Godda College,Godda,Degree Colleges,https://goddacollege.org/,goddacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Gossner Theological College,Ranchi,Degree Colleges,https://www.gtcranchi.com/,www.gtcranchi.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Grizzly College of Education,Jharkhand,Degree Colleges,https://grizzlycollege.org,grizzlycollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Guru Nanak College, Dhanbad",Dhanbad,Degree Colleges,https://gncollege.org,gncollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
J. K. S. College,Jamshedpur,Degree Colleges,https://www.jkscollege.ac.in,www.jkscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"J.N College, Dhruwa",Dhruwa,Degree Colleges,https://www.jncollege.in/,www.jncollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jamshedpur Co-operative College,Jamshedpur,Degree Colleges,https://cooperativecollegejsr.ac.in,cooperativecollegejsr.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jamshedpur Women's College,Jamshedpur,Degree Colleges,https://jsrwomenscollege.ac.in,jsrwomenscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jamshedpur Worker's College,Jamshedpur,Degree Colleges,https://jwcmango.ac.in,jwcmango.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jamtara College,Jamtara,Degree Colleges,https://jamtaracollege.ac.in/,jamtaracollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
K. S. G. M. College Nirsa,Dhanbad,Degree Colleges,https://ksgmcollege.com,ksgmcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Karim City College,Jamshedpur,Degree Colleges,https://karimcitycollege.ac.in,karimcitycollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Kartik Oraon College,Gumla,Degree Colleges,https://www.kocollegegumla.ac.in/,www.kocollegegumla.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Katras College,Dhanbad,Degree Colleges,http://www.katrascollege.org/,www.katrascollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Lal Bahadur Shastri Memorial College,Jamshedpur,Degree Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Loyola College of Education,Jamshedpur,Degree Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Madhupur College,Madhupur,Degree Colleges,https://www.madhupurcollege.com/,www.madhupurcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Markham College of Commerce,Hazaribagh,Degree Colleges,https://markhamcollegeofcommerce.com/,markhamcollegeofcommerce.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Marwari College, Ranchi",Ranchi,Degree Colleges,https://marwaricollegeranchi.ac.in/,marwaricollegeranchi.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Maulana Azad College, Ranchi",Ranchi,Degree Colleges,http://macollegeranchi.com/,macollegeranchi.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"Nirmala College, Ranchi",Ranchi,Degree Colleges,https://www.nirmalacollegeranchi.com/,www.nirmalacollegeranchi.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Raja Shiv Prasad College,Jharia,Degree Colleges,https://rspcollege.org,rspcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ram Lakhan Singh Yadav College,Ranchi,Degree Colleges,https://www.rlsycollege.ac.in/,www.rlsycollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Rama Devi Bajla Mahila Mahavidyalaya,Deoghar,Degree Colleges,https://rdbmm.ac.in/,rdbmm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ran Vijay Smarak Mahavidyalaya,Bokaro,Degree Colleges,https://www.rvsmb.com,www.rvsmb.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Ranchi Women's College,Ranchi,Degree Colleges,https://www.ranchiwomenscollege.org/,www.ranchiwomenscollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
SSLNT Women's College,Dhanbad,Degree Colleges,https://sslntmm.ac.in,sslntmm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sahebganj College,Sahebganj,Degree Colleges,https://sahibganjcollege.in/,sahibganjcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sanjay Gandhi Memorial College,Ranchi,Degree Colleges,https://sgmcollegeranchi.in/,sgmcollegeranchi.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Shibu Soren Janjatiya Degree College,Borio,Degree Colleges,https://ssjdegreecollege.in/,ssjdegreecollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Simdega College,Simdega,Degree Colleges,https://simdegacollege.ac.in/,simdegacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sri Ram Krishna Mahila College,Giridih,Degree Colleges,https://www.srirkmcollegegiridih.com/,www.srirkmcollegegiridih.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"St. Paul's College, Ranchi",Ranchi,Degree Colleges,https://stpaulscollege.co.in/,stpaulscollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"St. Xavier's College, Dumka",Dumka,Degree Colleges,https://www.sxcd.edu.in,www.sxcd.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"St. Xavier's College, Ranchi",Ranchi,Degree Colleges,https://sxcran.ac.in/,sxcran.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
"St. Xavier's College, Simdega",Simdega,Degree Colleges,https://sxcsim.ac.in/,sxcsim.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Sukhdeo Sahay Madheshwar Sahay Degree College,Tarhasi,Degree Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Tata College,Chaibasa,Degree Colleges,https://tata.college/,tata.college,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
The Graduate School College for Women,Jamshedpur,Degree Colleges,https://graduatecollege.ac.in,graduatecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Yodh Singh Namdhari Mahila Mahavidyalaya,Jharkhand,Degree Colleges,https://www.ysnmcollege.co.in/,www.ysnmcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Al Kabir Polytechnic,Jamshedpur,Polytechnic & MSME,https://akp.ac.in/,akp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Bano Model Degree College,Bano,Polytechnic & MSME,,,low,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Indo-Danish Tool Room,Jamshedpur,Polytechnic & MSME,https://www.idtr.gov.in/,www.idtr.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jharkhand MSME Tool Room,Ranchi,Polytechnic & MSME,https://www.jgmsmetr.com/,www.jgmsmetr.com,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Khandoli Institute of Technology,Giridih,Polytechnic & MSME,https://www.kitg.in/,www.kitg.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Subhash Institute of Technology,Giridih,Polytechnic & MSME,https://www.sitgiridih.org/,www.sitgiridih.org,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Tata Steel Technical Institute,Jamshedpur,Polytechnic & MSME,https://tsti.in/,tsti.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Xavier Institute of Polytechnic & Technology,Namkum,Polytechnic & MSME,https://www.xipt.ac.in/,www.xipt.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Central Institute of Mining and Fuel Research,Dhanbad,Research Institutes,https://cimfr.res.in/,cimfr.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Central Institute of Plastic Engineering & Technology,Ranchi,Research Institutes,https://www.cipet.gov.in/,www.cipet.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Dr Ram Dayal Munda Tribal Welfare Research Institute,Ranchi,Research Institutes,https://www.trijharkhand.in/,www.trijharkhand.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Indian Institute of Agricultural Biotechnology,Ranchi,Research Institutes,https://iiab.icar.gov.in/,iiab.icar.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
National Metallurgical Laboratory,Jamshedpur,Research Institutes,https://nml.res.in/,nml.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
The Indian Institute of Natural Resins and Gums,Ranchi,Research Institutes,https://iinrg.icar.gov.in/,iinrg.icar.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
Jungle Warfare School,Netarhat,Defence,https://www.jhpolice.gov.in/jwfs-netarhat,www.jhpolice.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Jharkhand
