University Name,City,Category,Website,Website Domain,Confidence,Source
Bhagwant Global University,Kotdwar,Private Universities,https://bgukotdwar.ac.in/,bgukotdwar.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
College of Engineering Roorkee,Roorkee,Private Universities,https://coer.ac.in/,coer.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
DBS Global University,Dehradun,Private Universities,https://dgu.ac.in/,dgu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
DIT University,Dehradun,Private Universities,https://www.dituniversity.edu.in/,www.dituniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Dev Sanskriti Vishwavidyalaya,Haridwar,Private Universities,https://www.dsvv.ac.in/,www.dsvv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Ethics University,Pauri Garhwal,Private Universities,https://ethicsuniversityuk.com/,ethicsuniversityuk.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Graphic Era Hill University,Haldwani,Private Universities,https://haldwani.gehu.ac.in/,haldwani.gehu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Haridwar University,Roorkee,Private Universities,https://huroorkee.ac.in/,huroorkee.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
IMS Unison University,Dehradun,Private Universities,https://www.iuu.ac/,www.iuu.ac,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Jigyasa University,Dehradun,Private Universities,https://www.jigyasauniversity.edu.in/,www.jigyasauniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Maharaja Agrasen Himalayan Garhwal University,Pauri Garhwal,Private Universities,https://maharajaagrasenhimalayangarhwaluniversity.in/,maharajaagrasenhimalayangarhwaluniversity.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Maya Devi University,Dehradun,Private Universities,https://maya.edu.in/,maya.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Mind Power University,Bhimtal,Private Universities,https://mindpoweruniversity.ac.in/,mindpoweruniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Phonics University,Roorkee,Private Universities,https://phonicsuniversity.ac.in/,phonicsuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Quantum University,Roorkee,Private Universities,https://quantumuniversity.edu.in/,quantumuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Ras Bihari Bose Subharti University,Dehradun,Private Universities,https://rbbsu.edu.in/,rbbsu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Sardar Bhagwan Singh University,Dehradun,Private Universities,https://sbsuniversity.edu.in/,sbsuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Shree Om University,Haridwar,Private Universities,https://shreeomuniversity.org,shreeomuniversity.org,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Smt. Manjira Devi University,Uttarkashi,Private Universities,https://www.smdu.edu.in/,www.smdu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Sparsh Himalaya University,Dehradun,Private Universities,https://www.sparshhimalayauniversity.edu.in/,www.sparshhimalayauniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Surajmal University,Kichha,Private Universities,http://www.smu.ac.in/,www.smu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Swami Rama Himalayan University,Dehradun,Private Universities,https://srhu.edu.in/,srhu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
The University of North West Himalayas,Dehradun,Private Universities,https://unwh.edu.in/,unwh.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
University of Patanjali,Haridwar,Private Universities,https://www.universityofpatanjali.com/,www.universityofpatanjali.com,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
University of Petroleum and Energy Studies,Dehradun,Private Universities,https://www.upes.ac.in/,www.upes.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Uttaranchal University,Dehradun,Private Universities,https://www.uudoon.in/,www.uudoon.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
G.B. Pant Engineering College,Pauri Garhwal,Other Colleges/Institutes,https://gbpiet.ac.in/,gbpiet.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Himalayan Institute of Technology,Dehradun,Other Colleges/Institutes,https://hitdoon.ac.in/,hitdoon.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Kukreja Institute,Dehradun,Other Colleges/Institutes,https://kukrejainstitute.in/,kukrejainstitute.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
"Law College, Dehradun",Dehradun,Other Colleges/Institutes,http://lawcollegedehradun.com/,lawcollegedehradun.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
Seemant Institute of Technology,Pithoragarh,Other Colleges/Institutes,https://sitp.ac.in/,sitp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Uttarakhand
