University Name,City,Category,Website,Website Domain,Confidence,Source
Birsa Munda Tribal University,Narmada,State Universities,http://bmtu.ac.in/,bmtu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Children's Research University,Gandhinagar,State Universities,https://cugujarat.ac.in/,cugujarat.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat Ayurved University,Jamnagar,State Universities,https://ayurveduniversity.edu.in/,ayurveduniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat Biotechnology University,GIFT City,State Universities,https://www.gbu.edu.in/,www.gbu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat Technological University,Ahmedabad,State Universities,https://www.gtu.ac.in/,www.gtu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat University,Ahmedabad,State Universities,https://www.gujaratuniversity.ac.in/,www.gujaratuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Indian Institute of Teacher Education,Gandhinagar,State Universities,https://iite.ac.in/,iite.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Junagadh Agricultural University,Junagadh,State Universities,https://www.jau.in/,www.jau.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Kamdhenu University,Gandhinagar,State Universities,https://kamdhenuuniversity.edu.in/,kamdhenuuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Kaushalya Skill University,Ahmedabad,State Universities,https://kaushalyaskilluniversity.ac.in/,kaushalyaskilluniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Navsari Agricultural University,Navsari,State Universities,https://nau.in/,nau.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Sardarkrushinagar Dantiwada Agricultural University,Palanpur,State Universities,https://www.sdau.edu.in/,www.sdau.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Shree Somnath Sanskrit University,Veraval,State Universities,https://sssu.ac.in/,sssu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Swarnim Gujarat Sports University,Gandhinagar,State Universities,https://sgsu.gujarat.gov.in/,sgsu.gujarat.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat Vidyapith,Ahmedabad,Deemed Universities,https://www.gujaratvidyapith.org/,www.gujaratvidyapith.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Ahmedabad University,Ahmedabad,Private Universities,https://ahduni.edu.in/,ahduni.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Auro University,Surat,Private Universities,https://www.aurouniversity.edu.in/,www.aurouniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
C. U. Shah University,Surendranagar,Private Universities,https://www.cushahuniversity.ac.in/,www.cushahuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
CEPT University,Ahmedabad,Private Universities,https://cept.ac.in/,cept.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Charotar University of Science and Technology,Anand,Private Universities,https://www.charusat.ac.in/,www.charusat.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dharamsinh Desai University,Nadiad,Private Universities,https://www.ddu.ac.in/,www.ddu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dhirubhai Ambani University,Gandhinagar,Private Universities,https://www.daiict.ac.in/,www.daiict.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gandhinagar University,Gandhinagar,Private Universities,https://gandhinagaruni.ac.in/,gandhinagaruni.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Ganpat University,Mehsana,Private Universities,https://www.ganpatuniversity.ac.in/,www.ganpatuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Indus University,Ahmedabad,Private Universities,https://indusuni.ac.in/,indusuni.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Marwadi University,Rajkot,Private Universities,https://www.marwadiuniversity.ac.in/,www.marwadiuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Nirma University of Science and Technology,Ahmedabad,Private Universities,https://nirmauni.ac.in/,nirmauni.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
P P Savani University,Surat,Private Universities,https://www.ppsu.ac.in/,www.ppsu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Pandit Deendayal Energy University,Gandhinagar,Private Universities,https://pdeu.ac.in/,pdeu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Parul University,Vadodara,Private Universities,https://www.paruluniversity.ac.in/,www.paruluniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
RK University,Rajkot,Private Universities,https://rku.ac.in/,rku.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Rai University,Ahmedabad,Private Universities,https://www.raiuniversity.edu/,www.raiuniversity.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Silver Oak University,Ahmedabad,Private Universities,https://silveroakuni.ac.in/,silveroakuni.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
A. D. Patel Institute of Technology,Vallabh Vidyanagar,Engineering / Management Colleges,https://adit.ac.in/,adit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Adani Institute of Infrastructure Management,Ahmedabad,Engineering / Management Colleges,https://www.adaniuni.ac.in/,www.adaniuni.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
B.K. School of Business Management,Ahmedabad,Engineering / Management Colleges,https://bkschool.org.in/,bkschool.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
C K Pithawala College of Engineering and Technology,Surat,Engineering / Management Colleges,https://ckpcet.ac.in,ckpcet.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
C. U. Shah College of Engineering and Technology,Surendranagar,Engineering / Management Colleges,https://www.ccetvbt.org,www.ccetvbt.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dr. Jivraj Mehta Institute of Technology,Anand,Engineering / Management Colleges,https://djmit.ac.in,djmit.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
G H Patel College Of Engineering & Technology,Vallabh Vidyanagar,Engineering / Management Colleges,https://www.gcet.ac.in,www.gcet.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"Government Engineering College, Bhuj",Bhuj,Engineering / Management Colleges,https://gecbhuj.ac.in,gecbhuj.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"Government Engineering College, Dahod",Dahod,Engineering / Management Colleges,https://www.gecdahod.ac.in,www.gecdahod.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"Government Engineering College, Gandhinagar",Gandhinagar,Engineering / Management Colleges,https://gecg28.ac.in,gecg28.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"Government Engineering College, Patan",Patan,Engineering / Management Colleges,https://gecpatan.ac.in,gecpatan.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gyanmanjari Innovative University,Bhavnagar,Engineering / Management Colleges,https://gmiu.edu.in/,gmiu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Hasmukh Goswami College of Engineering,Ahmedabad,Engineering / Management Colleges,https://hgce.org,hgce.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
International Institute of Management and Technical Studies,Ahmedabad,Engineering / Management Colleges,https://www.iimtstudies.edu.in,www.iimtstudies.edu.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
KN University,Ahmedabad,Engineering / Management Colleges,https://knu.edu.in,knu.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Karnavati University,Ahmedabad,Engineering / Management Colleges,https://karnavatiuniversity.edu.in,karnavatiuniversity.edu.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
L.J. Institute of Engineering & Technology,Ahmedabad,Engineering / Management Colleges,https://ljku.edu.in,ljku.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
LDRP Institute of Technology and Research,Gandhinagar,Engineering / Management Colleges,https://www.ldrp.ac.in,www.ldrp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Lalbhai Dalpatbhai College of Engineering,Ahmedabad,Engineering / Management Colleges,https://ldce.ac.in,ldce.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Lokbharati University for Rural Innovation,Sanosara,Engineering / Management Colleges,https://www.lokbharatiuniversity.edu.in/,www.lokbharatiuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Lukhdhirji Engineering College,Morbi,Engineering / Management Colleges,https://www.lecollege.ac.in/,www.lecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Narayana Business School,Ahmedabad,Engineering / Management Colleges,https://nbs.edu.in/,nbs.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
National Institute of Mass Communication and Journalism,Ahmedabad,Engineering / Management Colleges,https://www.nimcj.org/,www.nimcj.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
PDM College of Commerce,Rajkot,Engineering / Management Colleges,https://www.pdmcc.org/,www.pdmcc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Parul Institute of Engineering and Technology,Vadodara,Engineering / Management Colleges,https://paruluniversity.ac.in/,paruluniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Rajju Shroff ROFEL University,Vapi,Engineering / Management Colleges,https://rsru.edu.in/,rsru.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Sarvajanik College of Engineering and Technology,Surat,Engineering / Management Colleges,https://scet.ac.in/,scet.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Silver Oak College of Engineering and Technology,Ahmedabad,Engineering / Management Colleges,https://socet.socet.edu.in/,socet.socet.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
St. Kabir Institute of Professional Studies,Ahmedabad,Engineering / Management Colleges,https://www.skips.in/,www.skips.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"St. Xavier's College, Ahmedabad",Ahmedabad,Engineering / Management Colleges,https://sxca.edu.in/,sxca.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Times Business School,Ahmedabad,Engineering / Management Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
TransStadia University,Ahmedabad,Engineering / Management Colleges,https://tsuniv.edu.in/,tsuniv.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
U. V. Patel College of Engineering,Mehsana,Engineering / Management Colleges,https://uvpce.guni.ac.in/,uvpce.guni.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Unitedworld School of Business,Ahmedabad,Engineering / Management Colleges,https://karnavatiuniversity.edu.in/uwsb/,karnavatiuniversity.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Vishwakarma Government Engineering College,Gandhinagar,Engineering / Management Colleges,https://www.vgecg.ac.in/,www.vgecg.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Atkot Medical College & Research Centre,Atkot,Medical Colleges,https://mpkbmedicalcollege.com/,mpkbmedicalcollege.com,low,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Banas Medical College and Research Institute,Palanpur,Medical Colleges,https://www.bmcri.co.in/,www.bmcri.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
C.U. Shah Medical College,Surendranagar,Medical Colleges,https://cusmc.org/,cusmc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dr Kiran C. Patel Medical College & Research Institute,Bharuch,Medical Colleges,https://bharuchmedical.org/,bharuchmedical.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dr. M.K. Shah Medical College and Research Centre,Ahmedabad,Medical Colleges,https://www.mkshahmcrc.org/,www.mkshahmcrc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Dr. N. D. Desai Faculty of Medical Science & Research,Nadiad,Medical Colleges,https://medical.ddu.ac.in/,medical.ddu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"ESIC Medical College, Ahmedabad",Ahmedabad,Medical Colleges,http://mcnaroda.esic.gov.in/,mcnaroda.esic.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
GCS Medical College and Research Center,Ahmedabad,Medical Colleges,https://www.gcsmc.org/,www.gcsmc.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"GMERS Medical College, Dharpur",Patan,Medical Colleges,https://gmersmchpatan.org/,gmersmchpatan.org,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"GMERS Medical College, Gotri",Vadodara,Medical Colleges,https://gmersmcgv.ac.in/,gmersmcgv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"GMERS Medical College, Porbandar",Porbandar,Medical Colleges,http://gmersporbandar.com/,gmersporbandar.com,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"GMERS Medical College, Valsad",Valsad,Medical Colleges,https://www.gmersmcvalsad.com/,www.gmersmcvalsad.com,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"Government Medical College, Bhavnagar",Bhavnagar,Medical Colleges,https://gmcbhavnagar.edu.in/,gmcbhavnagar.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Gujarat Adani Institute of Medical Sciences,Bhuj,Medical Colleges,https://gaims.ac.in/,gaims.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Nootan Medical College and Research Centre,Visnagar,Medical Colleges,https://spu.ac.in/nootan-medical-college-and-research-centre/,spu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Parul Institute of Medical Science and Research,Vadodara,Medical Colleges,https://pimsr.paruluniversity.ac.in/,pimsr.paruluniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Pramukh Swami Medical College,Karamsad,Medical Colleges,https://psmc.bhaikakauniv.edu.in/,psmc.bhaikakauniv.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Shantabaa Medical College,Amreli,Medical Colleges,https://smcgh.edu.in/,smcgh.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Swaminarayan Institute of Medical Sciences and Research,Kalol,Medical Colleges,https://www.swaminarayanuniversity.ac.in/sims,www.swaminarayanuniversity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Ahmedabad Textile Industry's Research Association,Ahmedabad,Autonomous / Research,https://atira.in/,atira.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Bhaskaracharya Institute For Space Applications and Geo-Informatics,Gandhinagar,Autonomous / Research,https://bisag-n.gov.in/,bisag-n.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Central Salt and Marine Chemicals Research Institute,Bhavnagar,Autonomous / Research,https://www.csmcri.res.in/,www.csmcri.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Institute for Plasma Research,Gandhinagar,Autonomous / Research,https://www.ipr.res.in/,www.ipr.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Institute of Infrastructure Technology Research and Management,Ahmedabad,Autonomous / Research,https://iitram.ac.in/,iitram.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Institute of Rural Management,Anand,Autonomous / Research,https://irma.ac.in/,irma.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
MICA,Ahmedabad,Autonomous / Research,https://www.mica.ac.in/,www.mica.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
"National Institute of Fashion Technology, Gandhinagar",Gandhinagar,Autonomous / Research,https://www.nift.ac.in/gandhinagar/,www.nift.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
Physical Research Laboratory,Ahmedabad,Autonomous / Research,https://www.prl.res.in/prl-eng/,www.prl.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Gujarat
