University Name,City,Category,Website,Website Domain,Confidence,Source
Xavior University,Patna,Private Universities,https://xup.ac.in/,xup.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Nava Nalanda Mahavihara,Nalanda,Deemed University,https://www.nnm.ac.in/,www.nnm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Indian Railways Institute of Mechanical and Electrical Engineering,Jamalpur,Centrally Funded Eminent Institutes,https://irimee.in/,irimee.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
National Institute of Electronics and Information Technology,Patna,Centrally Funded Eminent Institutes,https://www.nielit.gov.in/patna/,www.nielit.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
National Institute of Fashion Technology Patna,Patna,Centrally Funded Eminent Institutes,https://www.nift.ac.in/patna/,www.nift.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Anugrah Narayan Magadh Medical College and Hospital,Gaya,Medical Colleges,https://anmmc.ac.in/,anmmc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Darbhanga Medical College and Hospital,Darbhanga,Medical Colleges,https://dmc.edu.in/,dmc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Medical College and Hospital, Purnea",Purnea,Medical Colleges,https://gmchpurnea.com,gmchpurnea.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Medical College, Bettiah",Bettiah,Medical Colleges,https://gmcbettiah.org,gmcbettiah.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Jannayak Karpoori Thakur Medical College and Hospital,Madhepura,Medical Colleges,https://jnktmchmadhepura.org,jnktmchmadhepura.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Jawaharlal Nehru Medical College and Hospital,Bhagalpur,Medical Colleges,https://jlnmcbgp.org,jlnmcbgp.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Lord Buddha Koshi Medical College and Hospital,Saharsa,Medical Colleges,https://lbkmch.org,lbkmch.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Madhubani Medical College and Hospital,Madhubani,Medical Colleges,https://mmcworld.org,mmcworld.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Nalanda Medical College Hospital,Patna,Medical Colleges,https://nmchpatna.org/,nmchpatna.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Narayan Medical College and Hospital,Sasaram,Medical Colleges,https://nmch.ac.in,nmch.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Netaji Subhas Medical College and Hospital,Bihta,Medical Colleges,https://nsmch.com,nsmch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Patna Medical College and Hospital,Patna,Medical Colleges,https://pmchpatna.in/,pmchpatna.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Radha Devi Jageshwari Memorial Medical College and Hospital,Muzaffarpur,Medical Colleges,https://rdjmmch.in,rdjmmch.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Rajendra Memorial Research Institute of Medical Sciences,Patna,Medical Colleges,https://rmrims.org.in,rmrims.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Shree Narayan Medical Institute and Hospital,Saharsa,Medical Colleges,http://snmih.in,snmih.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sri Krishna Medical College and Hospital,Muzaffarpur,Medical Colleges,https://www.skmedicalcollege.org,www.skmedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Vardhman Institute of Medical Sciences,Pawapuri,Medical Colleges,https://vimspawapuri.org,vimspawapuri.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dayanand Ayurvedic Medical College And Hospital,Siwan,AYUSH Medical Colleges,https://damch.co,damch.co,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dr. Yadubir Sinha Homoeopathic Medical College & Hospital,Darbhanga,AYUSH Medical Colleges,https://www.dryaduvirsinhahmch.com/,www.dryaduvirsinhahmch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
G.D. Memorial Homoeopathic Medical College & Hospital,Patna,AYUSH Medical Colleges,https://www.gdmhmch.com/,www.gdmhmch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Government Tibbi College and Hospital,Patna,AYUSH Medical Colleges,https://www.gtch.ac.in,www.gtch.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Govt. Ayodhya Shivkumari Ayurved College & Hospital,Begusarai,AYUSH Medical Colleges,https://gasachbgs.org/,gasachbgs.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Magadh Homoeopathic Medical College and Hospital,Bihar Sharif,AYUSH Medical Colleges,http://www.magadhhmch.com/,www.magadhhmch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Maharshi Menhi Homoeopathic Medical College and Hospital,Katihar,AYUSH Medical Colleges,http://www.mmhmch.org/,www.mmhmch.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Muzaffarpur Homoeopathic Medical College & Hospital,Muzaffarpur,AYUSH Medical Colleges,https://muzaffarpurmhmch.com/,muzaffarpurmhmch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Nezamia Unani Medical College & Hospital,Gaya,AYUSH Medical Colleges,https://www.numchgaya.com/,www.numchgaya.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Patna Homoeopathic Medical College and Hospital,Patna,AYUSH Medical Colleges,http://phmchpatna.com/,phmchpatna.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
R. D. Kedia Homoeopathic Medical College & Hospital,Motihari,AYUSH Medical Colleges,http://www.rdkhmcollege.org/,www.rdkhmcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
R.B.T.S. Govt. Homoeopathic Medical College And Hospital,Muzaffarpur,AYUSH Medical Colleges,https://rbtsghmch.in/,rbtsghmch.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Rajkiya Ayurvedic College & Hospital,Patna,AYUSH Medical Colleges,https://gachpatna.org.in,gachpatna.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Salfia Unani Medical College & Hospital,Darbhanga,AYUSH Medical Colleges,https://www.salfiaunani.com/,www.salfiaunani.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Shri Moti Singh Jageshwari Ayurved College & Hospital,Chhapra,AYUSH Medical Colleges,https://motiayurved.com,motiayurved.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sufia Unani Medical College Hospital & Research Centre,East Champaran,AYUSH Medical Colleges,https://sumchrc.ac.in/,sumchrc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Swami Raghvendracharya Tridandi Ayurved Mahavidyalaya and Hospital,Gaya,AYUSH Medical Colleges,https://srtacollege.org/,srtacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Z.H. Unani Medical College & Hospital,Siwan,AYUSH Medical Colleges,http://zhumch.com/,zhumch.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Buddha Institute of Dental Sciences and Hospital,Patna,Dental Colleges,https://www.bidsh.org/,www.bidsh.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dr. B.R. Ambedkar Institute of Dental Sciences & Hospital,Patna,Dental Colleges,https://ambedkardental.co.in/,ambedkardental.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dr. S.M. Naqui Imam Dental College & Hospital,Darbhanga,Dental Colleges,,,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Mithila Minority Dental College and Hospital,Darbhanga,Dental Colleges,https://mmdch.org/,mmdch.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Patna Dental College,Patna,Dental Colleges,https://www.patnadentalcollege.in/,www.patnadentalcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sarjug Dental College,Darbhanga,Dental Colleges,https://sdch.org.in/,sdch.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bihar College of Pharmacy,Patna,Pharmacy Colleges,https://biharcollegeofpharmacy.com/,biharcollegeofpharmacy.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Chanakya College of Pharmacy and Medical Sciences,Bhojpur,Pharmacy Colleges,http://www.ccpms.in/,www.ccpms.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Gautam Institute of Pharmacy,Nalanda,Pharmacy Colleges,https://gautampharmacy.com/,gautampharmacy.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Government Pharmacy Institute,Patna,Pharmacy Colleges,https://gpi.ac.in/,gpi.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
SNS College of Pharmacy,Motihari,Pharmacy Colleges,https://www.snscop.in/,www.snscop.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
AHS Nursing College & Hospital,Samastipur,Nursing Colleges,https://ahscollege.ac.in/,ahscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Alay Fatima Hai College of Nursing,Patna,Nursing Colleges,https://www.afhcn.in/,www.afhcn.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Narayana Nursing College,Rohtas,Nursing Colleges,https://www.nnc.ac.in/,www.nnc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Catalyst Institute of Management and Advance Global Excellence,Patna,MBA Colleges,https://cimage.in/,cimage.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Chandragupt Institute of Management,Patna,MBA Colleges,https://cimp.ac.in/,cimp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Development Management Institute,Patna,MBA Colleges,https://www.dmi.ac.in/,www.dmi.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"International School of Management, Patna",Patna,MBA Colleges,https://ismpatna.ac.in/,ismpatna.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
J.D. Women's College,Patna,MBA Colleges,http://www.jdwcpatna.ac.in/,www.jdwcpatna.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Magadh Professional Institute,Patna,MBA Colleges,https://mpipatna.com/,mpipatna.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Nalanda College, Biharsharif",Biharsharif,MBA Colleges,https://nalandacollege.ac.in/,nalandacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Vaishali Institute of Business and Rural Management,Muzaffarpur,MBA Colleges,https://vibrm.in/,vibrm.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"College of Teacher Education, Gaya",Gaya,B.Ed Government College,https://www.ctegaya.org.in/,www.ctegaya.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"College of Teacher Education, Saharsa",Saharsa,B.Ed Government College,https://www.ctesaharsa.com/,www.ctesaharsa.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"College of Teacher Education, Turki",Muzaffarpur,B.Ed Government College,https://cteturki.in/,cteturki.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Govt. College of Teacher Education, Samastipur",Samastipur,B.Ed Government College,https://gttcsamastipur.in/,gttcsamastipur.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Govt. Teachers' Training College, Bhagalpur",Bhagalpur,B.Ed Government College,http://www.ctebhagalpur.in/,www.ctebhagalpur.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Patna Training College,Patna,B.Ed Government College,https://www.ptcpu.org/,www.ptcpu.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"ANS College, Barh",Barh,Other Degree Colleges,https://anscollege.ac.in/,anscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"B.D. College, Patna",Patna,Other Degree Colleges,https://bdcollegepatna.ac.in/,bdcollegepatna.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"BS College, Danapur",Danapur,Other Degree Colleges,https://www.bscollegedanapur.ac.in/,www.bscollegedanapur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bihar National College,Patna,Other Degree Colleges,https://bncollegepatna.com/,bncollegepatna.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Deo Chand College, Hajipur",Hajipur,Other Degree Colleges,https://www.dccollege.ac.in/,www.dccollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"G.J. College, Bihta",Bihta,Other Degree Colleges,https://gjcollegebihta.ac.in/,gjcollegebihta.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Ganga Devi Mahila College,Patna,Other Degree Colleges,https://gdmm.ac.in/,gdmm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Gautam Buddha Mahila College,Gaya,Other Degree Colleges,https://gbmcollegegaya.ac.in/,gbmcollegegaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Jagat Narain Lal College,Patna,Other Degree Colleges,http://www.jnlcollegekhagaul.in/,www.jnlcollegekhagaul.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Jamuni Lal College,Hajipur,Other Degree Colleges,https://www.jlcollegehajipur.ac.in/,www.jlcollegehajipur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"MM College, Bikram",Bikram,Other Degree Colleges,https://www.mmcollegebikram.ac.in/,www.mmcollegebikram.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Mahant Darshan Das Mahila College,Muzaffarpur,Other Degree Colleges,https://www.mddmcollege.ac.in/,www.mddmcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Mahila College, Khagaul",Patna,Other Degree Colleges,https://www.mahilacollegekhagaul.ac.in/,www.mahilacollegekhagaul.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Maltidhari College, Naubatpur",Naubatpur,Other Degree Colleges,https://www.mdcollegenaubatpur.ac.in/,www.mdcollegenaubatpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Marwari College, Bhagalpur",Bhagalpur,Other Degree Colleges,https://www.marwaricollegebgp.ac.in/,www.marwaricollegebgp.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Mirza Ghalib College,Gaya,Other Degree Colleges,https://mirzaghalibcollegegaya.ac.in/,mirzaghalibcollegegaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Murarka College,Sultanganj,Other Degree Colleges,https://murarkacolle.ac.in/,murarkacolle.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Nalanda Mahila College,Biharsharif,Other Degree Colleges,https://nalandamahilacollege.ac.in/,nalandamahilacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Paras Nath Kushwaha College,Achhua,Other Degree Colleges,https://www.pnkcollegeachhua.ac.in/,www.pnkcollegeachhua.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"R.D. & D.J. College, Munger",Munger,Other Degree Colleges,https://www.rddjcollege.ac.in/,www.rddjcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
RLSY College Aurangabad,Aurangabad,Other Degree Colleges,https://rlsyaurangabad.ac.in/,rlsyaurangabad.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"RLSY College, Bakhtiyarpur",Bakhtiyarpur,Other Degree Colleges,https://www.rlsycollegebakhtiyarpur.ac.in/,www.rlsycollegebakhtiyarpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"RPM College, Patna",Patna,Other Degree Colleges,https://rpmcollegepatna.ac.in/,rpmcollegepatna.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Raj Narain College, Hajipur",Hajipur,Other Degree Colleges,https://www.rncollegehajipur.ac.in/,www.rncollegehajipur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Rajendra College, Chapra",Chhapra,Other Degree Colleges,https://www.rcc.ac.in/,www.rcc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Ram Ratan Singh College,Patna,Other Degree Colleges,https://rrscollegemokama.ac.in/,rrscollegemokama.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"S.N. Sinha College, Jehanabad",Jehanabad,Other Degree Colleges,https://snsinhacollege.com/,snsinhacollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"S.S. College, Jehanabad",Jehanabad,Other Degree Colleges,https://sscollegejehanabad.org/,sscollegejehanabad.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"SMD College, Punpun",Punpun,Other Degree Colleges,https://www.smdcollegepunpun.ac.in/,www.smdcollegepunpun.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"SU College, Hilsa",Hilsa,Other Degree Colleges,https://www.sucollegehilsa.ac.in/,www.sucollegehilsa.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sachchidananda Sinha College,Aurangabad,Other Degree Colleges,https://ssinhacollege.ac.in/,ssinhacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sardar Patel Memorial College,Biharsharif,Other Degree Colleges,https://spmcudantpuri.ac.in/,spmcudantpuri.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Sri Guru Gobind Singh College, Patna",Patna,Other Degree Colleges,https://www.sggscollegepatnacity.ac.in/,www.sggscollegepatnacity.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sunderwati Mahila College,Bhagalpur,Other Degree Colleges,https://smcollege.ac.in/,smcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"TPS College, Patna",Patna,Other Degree Colleges,https://tpscollege.ac.in/,tpscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Vaishali Mahila College,Hajipur,Other Degree Colleges,https://www.vaishalimahilacollegehajipur.ac.in/,www.vaishalimahilacollegehajipur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Agriculture Business Management College,Patna,Agriculture Colleges (BAU),https://cabm.bausabour.ac.in/,cabm.bausabour.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bhola Paswan Shastri Agricultural College,Purnia,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=002,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Bihar Agriculture College, Sabour",Bhagalpur,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=001,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"College of Agricultural Biotechnology, Sabour",Bhagalpur,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=011,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"College of Agricultural Engineering, Ara",Bhojpur,Agriculture Colleges (BAU),,,low,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dr Kalam Agricultural College,Kishanganj,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=007,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Mandan Bharti Agriculture College, Agwanpur",Saharsa,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=004,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Munger Forestry College,Munger,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=12,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Nalanda College of Horticulture, Noorsarai",Nalanda,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=006,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"VKS College of Agriculture, Dumraon",Buxar,Agriculture Colleges (BAU),https://bausabour.ac.in/college-homepage.aspx?cc=008,bausabour.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Footwear Design and Development Institute,Patna,"Fashion, Art and Design",https://www.fddiindia.com/,www.fddiindia.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Institute of Hotel Management, BodhGaya",Bodh Gaya,Hotel Management,https://www.ihmbodhgaya.com/,www.ihmbodhgaya.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Anugrah Memorial Law College,Gaya,Law Colleges,https://amlawcollege.com/,amlawcollege.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
B.M.T. Law College,Purnea,Law Colleges,https://www.bmtlawcollege.org/,www.bmtlawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bidheh Law College,Madhubani,Law Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bihar Institute of Law,Patna,Law Colleges,https://biharinstituteoflaw.com/,biharinstituteoflaw.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Mahadeo Singh Law College,Bhagalpur,Law Colleges,https://mscollegebgp.org/,mscollegebgp.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
R.M.M. Law College,Saharsa,Law Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Bihar
RKA Law College,Begusarai,Law Colleges,https://rkalawcollege.com/,rkalawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
S.K.J. Law College,Muzaffarpur,Law Colleges,https://www.skjlawcollege.ac.in/,www.skjlawcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Samastipur Law College,Samastipur,Law Colleges,https://www.lawcollegesamastipur.com/,www.lawcollegesamastipur.com,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Vishwanath Singh Law College,Munger,Law Colleges,https://bsils.ac.in/,bsils.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
A N Sinha Institute of Social Studies,Patna,Research Institutes,https://www.ansiss.res.in/,www.ansiss.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Centre for Development Practice and Research,Patna,Research Institutes,,,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Jagjivan Ram Institute of Parliamentary Studies & Political Research,Patna,Research Institutes,,,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Kedar Das Institute for Labour and Social Studies,Patna,Research Institutes,,,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
The Kashi Prasad Jayaswal Research Institute,Patna,Research Institutes,https://kpjri.res.in/,kpjri.res.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Bhagalpur College of Engineering,Bhagalpur,Government Engineering Colleges,https://www.bcebhagalpur.ac.in/,www.bcebhagalpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Arwal",Arwal,Government Engineering Colleges,https://www.gecarwal.ac.in,www.gecarwal.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Banka",Banka,Government Engineering Colleges,https://www.gecbanka.org,www.gecbanka.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Gopalganj",Gopalganj,Government Engineering Colleges,https://www.gecgopalganj.org,www.gecgopalganj.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Jehanabad",Jehanabad,Government Engineering Colleges,https://www.gecjehanabad.ac.in,www.gecjehanabad.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
