University Name,City,Category,Website,Website Domain,Confidence,Source
Sri Eshwar Reddy College of Law,Tirupati,Law Colleges,https://www.erlawcollege.com,www.erlawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri R.K.M. Law College,Chittoor,Law Colleges,https://www.srkmlcedu.in,www.srkmlcedu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri Venkateswara College of Law,Tirupati,Law Colleges,https://www.svcollegeoflaw.com,www.svcollegeoflaw.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri Vijayanagar College of Law,Anantapur,Law Colleges,http://www.vijayanagarlaw.edu.in,www.vijayanagarlaw.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
V.R. Law College,Nellore,Law Colleges,https://www.vrlawcollege.com,www.vrlawcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Veeravalli College of Law,Rajahmundry,Law Colleges,https://veeravallicollegeoflaw.org,veeravallicollegeoflaw.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Visakha Law College,Visakhapatnam,Law Colleges,https://visakhalawcollege.org,visakhalawcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
A. C. Subba Reddy Government Medical College,Nellore,Medical Colleges,https://acsrgmcnlr.com,acsrgmcnlr.com,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Alluri Sitaram Raju Academy of Medical Sciences,Eluru,Medical Colleges,https://www.asram.in,www.asram.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Apollo Institute of Medical Sciences,Chittoor,Medical Colleges,https://aimsrchittoor.edu.in,aimsrchittoor.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Dr Pinnameni Siddhartha Institute of Medical Sciences,Vijayawada,Medical Colleges,https://drpinnamanenisimsrf.edu.in,drpinnamanenisimsrf.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Fatima Institute of Medical Sciences,Kadapa,Medical Colleges,http://www.fimskadapa.in,www.fimskadapa.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
GITAM Institute of Medical Sciences and Research,Visakhapatnam,Medical Colleges,https://gimsr.gitam.edu,gimsr.gitam.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Gayathri Vidya Parishad Institute of Health Care and Medical Technology,Visakhapatnam,Medical Colleges,https://www.gvpmc.in,www.gvpmc.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Srikakulam,Medical Colleges,https://www.gmcsrikakulam.org,www.gmcsrikakulam.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Kadapa,Medical Colleges,https://governmentmedicalcollegekadapa.edu.in,governmentmedicalcollegekadapa.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Ongole,Medical Colleges,https://www.gmcongole.org,www.gmcongole.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Anantapur,Medical Colleges,https://gmcatp.edu.in,gmcatp.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Vizianagaram,Medical Colleges,https://gmcvizianagaram.ap.gov.in,gmcvizianagaram.ap.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Paderu,Medical Colleges,https://gmcpaderu.com,gmcpaderu.com,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Rajamahendravaram,Medical Colleges,https://gmcrajamahendravaram.ap.gov.in,gmcrajamahendravaram.ap.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Eluru,Medical Colleges,https://gmceluru.ap.gov.in,gmceluru.ap.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Machilipatnam,Medical Colleges,https://www.gmcmachilipatnam-ap-gov.com,www.gmcmachilipatnam-ap-gov.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Piduguralla,Medical Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Markapuramu,Medical Colleges,https://www.gmcmarkapuramckst.com,www.gmcmarkapuramckst.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Adoni,Medical Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Pulivendula,Medical Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Madanapalli,Medical Colleges,,,low,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Government Medical College,Nandyal,Medical Colleges,https://www.gmcnandyal-ap-gov.com,www.gmcnandyal-ap-gov.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Great Eastern Medical School and Hospital,Srikakulam,Medical Colleges,https://gems.edu.in,gems.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Katuri Medical College,Guntur,Medical Colleges,https://www.katurimedicalcollege.org,www.katurimedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Konaseema Institute of Medical Sciences,Amalapuram,Medical Colleges,https://kims.in,kims.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Maharajah Institute of Medical Sciences,Vizianagaram,Medical Colleges,https://www.mimsvzm.org,www.mimsvzm.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
NRI Institute of Medical Sciences,Visakhapatnam,Medical Colleges,https://nriims.com,nriims.com,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Nimra Institute of Medical Sciences,Vijayawada,Medical Colleges,https://www.nims.in,www.nims.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
P.E.S. Institute of Medical Sciences and Research,Kuppam,Medical Colleges,https://pesimsr.pes.edu,pesimsr.pes.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Siddhartha Medical College,Vijayawada,Medical Colleges,https://smcvja.in,smcvja.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri Padmavathi Medical College for Women,Tirupati,Medical Colleges,https://svimstpt.ap.nic.in,svimstpt.ap.nic.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri Satya Sai Institute of Higher Medical Sciences,Puttaparthi,Medical Colleges,https://prasanthigram.sssihms.org,prasanthigram.sssihms.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sri Venkateswara Medical College,Tirupati,Medical Colleges,http://svmedicalcollege.org,svmedicalcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Viswabharathi Medical College,Kurnool,Medical Colleges,http://vmcknl.in,vmcknl.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Andhra Pradesh Residential Degree College,,Other Colleges,https://aprdcnagarjunasagar.edu.in,aprdcnagarjunasagar.edu.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Kakaraparti Bhavanarayana College,Vijayawada,Other Colleges,https://kbncollege.ac.in,kbncollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Mrs. A. V. N. College,Visakhapatnam,Other Colleges,https://avncollege.ac.in,avncollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
SMVM Polytechnic,Tanuku,Other Colleges,http://smvmpolytechnic.ac.in,smvmpolytechnic.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sir C.R. Reddy Educational Institutions,Eluru,Other Colleges,https://sircrreddycollege.ac.in,sircrreddycollege.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
Sree Vidyanikethan Educational Trust,Tirupati,Other Colleges,https://www.vidyanikethan.edu,www.vidyanikethan.edu,high,wikipedia:List_of_institutions_of_higher_education_in_Andhra_Pradesh
